Order_ID,Customer_ID,Region,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Order_Date,Ship_Mode,Payment_Method,Sales,Profit
ORD100065,CUST2330,West,Grocery,Chair,Product_65,8,1788.52,0.19,2021-01-03 17:00:00,Standard,Cash,11589.6096,659.56
ORD100066,CUST2131,South,Books,Chair,Product_66,7,1885.0,0.19,2021-01-03 18:00:00,Same Day,Debit Card,10687.95,1394.32
ORD100067,CUST1329,South,Clothing,Shoes,Product_67,8,1160.78,0.27,2021-01-03 19:00:00,Express,Credit Card,6778.955199999999,728.93
ORD100068,CUST1362,West,Clothing,Chair,Product_68,4,1027.68,0.12,2021-01-03 20:00:00,Same Day,Credit Card,3617.4336000000003,371.7
ORD100069,CUST1009,West,Clothing,Football,Product_69,6,1230.5,0.16,2021-01-03 21:00:00,Express,Cash,6201.719999999999,1492.35
ORD100070,CUST1117,North,Clothing,Novel,Product_70,3,1251.8,0.08,2021-01-03 22:00:00,Same Day,Debit Card,3454.968,337.52
ORD100071,CUST2825,Central,Sports,Snacks,Product_71,8,382.09,0.09,2021-01-03 23:00:00,Express,UPI,2781.6151999999997,211.09
ORD100072,CUST1817,Central,Clothing,Shirt,Product_72,4,1388.5,0.01,2021-01-04 00:00:00,Express,Net Banking,5498.46,412.74
ORD100073,CUST3801,South,Grocery,Shoes,Product_73,3,932.08,0.09,2021-01-04 01:00:00,Express,Cash,2544.5784000000003,537.58
ORD100074,CUST3808,Central,Sports,Football,Product_74,4,1058.89,0.02,2021-01-04 02:00:00,Same Day,Debit Card,4150.848800000001,800.99
ORD100075,CUST3783,South,Clothing,Textbook,Product_75,6,109.12,0.29,2021-01-04 03:00:00,Same Day,Net Banking,464.8512,35.28
ORD100076,CUST2691,North,Electronics,Mobile,Product_76,7,1540.89,0.19,2021-01-04 04:00:00,Same Day,Cash,8736.846300000001,820.83
ORD100077,CUST1366,West,Furniture,Shoes,Product_77,7,1679.08,0.05,2021-01-04 05:00:00,Express,UPI,11165.882,2227.24
ORD100078,CUST2097,West,Furniture,Novel,Product_78,4,1257.87,0.04,2021-01-04 06:00:00,Express,UPI,4830.220799999999,506.8
ORD100079,CUST2751,West,Furniture,Football,Product_79,8,1510.01,0.11,2021-01-04 07:00:00,Same Day,Debit Card,10751.2712,2648.13
ORD100080,CUST2598,Central,Sports,Football,Product_80,7,1069.28,0.09,2021-01-04 08:00:00,Same Day,Debit Card,6811.3136,1076.96
ORD100081,CUST3929,North,Clothing,Textbook,Product_81,2,1255.79,0.08,2021-01-04 09:00:00,Standard,UPI,2310.6536,204.27
ORD100082,CUST1241,Central,Books,Cricket,Product_82,8,819.41,0.14,2021-01-04 10:00:00,Standard,UPI,5637.5408,1250.19
ORD100083,CUST3935,Central,Books,Snacks,Product_83,9,1594.15,0.27,2021-01-04 11:00:00,Standard,Cash,10473.5655,1192.89
ORD100084,CUST2855,North,Books,Novel,Product_84,5,963.13,0.17,2021-01-04 12:00:00,Standard,Debit Card,3996.9894999999997,430.72
ORD100085,CUST3948,North,Sports,Shoes,Product_85,4,1376.42,0.16,2021-01-04 13:00:00,Standard,Net Banking,4624.7712,534.11
ORD100086,CUST3162,North,Grocery,Textbook,Product_86,4,1261.79,0.24,2021-01-04 14:00:00,Same Day,UPI,3835.8415999999997,781.13
ORD100087,CUST2167,North,Electronics,Rice,Product_87,4,1419.51,0.0,2021-01-04 15:00:00,Express,Net Banking,5678.04,480.6
ORD100088,CUST2147,West,Electronics,Football,Product_88,6,1581.17,0.06,2021-01-04 16:00:00,Express,Debit Card,8917.7988,1126.83
ORD100089,CUST2156,East,Furniture,Shirt,Product_89,4,1049.79,0.15,2021-01-04 17:00:00,Same Day,Debit Card,3569.2859999999996,200.47
ORD100090,CUST1394,East,Furniture,Cricket,Product_90,7,1635.48,0.21,2021-01-04 18:00:00,Same Day,Credit Card,9044.2044,1947.45
ORD100091,CUST3217,North,Books,Football,Product_91,7,1019.65,0.15,2021-01-04 19:00:00,Same Day,UPI,6066.9175,716.77
ORD100092,CUST1378,East,Books,Shoes,Product_92,5,1915.44,0.05,2021-01-04 20:00:00,Standard,Debit Card,9098.34,906.51
ORD100093,CUST3925,East,Furniture,Laptop,Product_93,5,1517.71,0.28,2021-01-04 21:00:00,Standard,Debit Card,5463.756,906.87
ORD100094,CUST2847,North,Clothing,Football,Product_94,8,383.73,0.1,2021-01-04 22:00:00,Standard,UPI,2762.856,527.7
ORD100095,CUST1621,East,Grocery,Table,Product_95,7,1667.69,0.24,2021-01-04 23:00:00,Same Day,Credit Card,8872.1108,1886.03
ORD100096,CUST2606,Central,Grocery,Laptop,Product_96,7,1125.6,0.27,2021-01-05 00:00:00,Same Day,Credit Card,5751.815999999999,687.67
ORD100097,CUST3414,South,Grocery,Football,Product_97,6,1969.7,0.1,2021-01-05 01:00:00,Express,Credit Card,10636.380000000001,2259.81
ORD100098,CUST2215,South,Grocery,Chair,Product_98,7,1451.7,0.25,2021-01-05 02:00:00,Same Day,Credit Card,7621.424999999999,1089.68
ORD100099,CUST3804,North,Furniture,Novel,Product_99,7,214.56,0.21,2021-01-05 03:00:00,Standard,Cash,1186.5168,83.33
ORD100100,CUST1706,West,Electronics,Football,Product_100,2,820.17,0.27,2021-01-05 04:00:00,Express,UPI,1197.4481999999998,262.55
ORD100101,CUST1138,North,Furniture,Mobile,Product_101,2,1058.69,0.08,2021-01-05 05:00:00,Same Day,UPI,1947.9896,310.76
ORD100102,CUST2770,West,Grocery,Chair,Product_102,7,1686.08,0.28,2021-01-05 06:00:00,Express,UPI,8497.8432,1448.83
ORD100103,CUST2965,South,Furniture,Shoes,Product_103,7,1472.22,0.02,2021-01-05 07:00:00,Express,Credit Card,10099.4292,2398.6
ORD100104,CUST1118,North,Grocery,Shirt,Product_104,7,770.25,0.24,2021-01-05 08:00:00,Same Day,Credit Card,4097.7300000000005,663.14
ORD100105,CUST2564,Central,Sports,Laptop,Product_105,5,1324.19,0.13,2021-01-05 09:00:00,Standard,Debit Card,5760.226500000001,294.44
ORD100106,CUST3467,East,Books,Rice,Product_106,1,1174.98,0.05,2021-01-05 10:00:00,Standard,Cash,1116.231,250.17
ORD100107,CUST2283,West,Electronics,Cricket,Product_107,2,295.8,0.02,2021-01-05 11:00:00,Express,UPI,579.768,62.01
ORD100108,CUST3109,East,Sports,Textbook,Product_108,9,507.97,0.12,2021-01-05 12:00:00,Same Day,Cash,4023.1224000000007,604.89
ORD100109,CUST1353,East,Clothing,Shirt,Product_109,8,715.19,0.12,2021-01-05 13:00:00,Same Day,UPI,5034.9376,458.07
ORD100110,CUST1848,North,Furniture,Chair,Product_110,8,431.19,0.07,2021-01-05 14:00:00,Standard,Credit Card,3208.0535999999997,350.95
ORD100111,CUST1807,East,Clothing,Cricket,Product_111,1,342.76,0.06,2021-01-05 15:00:00,Same Day,Credit Card,322.1944,60.36
ORD100112,CUST1249,Central,Furniture,Laptop,Product_112,6,163.49,0.12,2021-01-05 16:00:00,Same Day,UPI,863.2272,117.33
ORD100113,CUST2601,East,Books,Rice,Product_113,9,1752.55,0.12,2021-01-05 17:00:00,Express,Net Banking,13880.196,2434.95
ORD100114,CUST2740,North,Sports,Table,Product_114,8,613.44,0.13,2021-01-05 18:00:00,Same Day,Credit Card,4269.5424,916.74
ORD100115,CUST1313,Central,Books,Table,Product_115,3,616.13,0.26,2021-01-05 19:00:00,Same Day,Debit Card,1367.8085999999998,161.63
ORD100116,CUST1526,South,Grocery,Novel,Product_116,4,452.14,0.18,2021-01-05 20:00:00,Same Day,Credit Card,1483.0192,242.72
ORD100117,CUST3017,East,Books,Rice,Product_117,3,977.02,0.01,2021-01-05 21:00:00,Standard,Debit Card,2901.7493999999997,596.36
ORD100118,CUST3248,North,Books,Cricket,Product_118,6,1052.77,0.16,2021-01-05 22:00:00,Standard,Cash,5305.9608,1024.18
ORD100119,CUST3330,South,Grocery,Shoes,Product_119,9,456.15,0.23,2021-01-05 23:00:00,Express,Credit Card,3161.1195,499.36
ORD100120,CUST1834,South,Furniture,Cricket,Product_120,8,1236.71,0.02,2021-01-06 00:00:00,Standard,Credit Card,9695.8064,1228.23
ORD100121,CUST3135,West,Grocery,Novel,Product_121,4,1459.85,0.13,2021-01-06 01:00:00,Standard,Cash,5080.277999999999,668.06
ORD100122,CUST2486,Central,Sports,Football,Product_122,2,778.99,0.14,2021-01-06 02:00:00,Standard,Debit Card,1339.8628,183.06
ORD100123,CUST1865,East,Books,Cricket,Product_123,8,1191.63,0.29,2021-01-06 03:00:00,Standard,Net Banking,6768.4584,810.65
ORD100124,CUST3578,North,Grocery,Shoes,Product_124,8,1029.49,0.14,2021-01-06 04:00:00,Express,Debit Card,7082.8912,1344.44
ORD100125,CUST3839,West,Books,Shirt,Product_125,6,431.32,0.22,2021-01-06 05:00:00,Same Day,UPI,2018.5776,151.56
ORD100126,CUST1398,Central,Sports,Laptop,Product_126,8,1473.52,0.09,2021-01-06 06:00:00,Same Day,UPI,10727.2256,2611.98
ORD100127,CUST1805,West,Clothing,Cricket,Product_127,9,1612.83,0.23,2021-01-06 07:00:00,Same Day,UPI,11176.9119,2300.18
ORD100128,CUST2841,Central,Sports,Textbook,Product_128,1,1315.15,0.1,2021-01-06 08:00:00,Express,Cash,1183.6350000000002,129.76
ORD100129,CUST3524,Central,Electronics,Laptop,Product_129,9,681.6,0.13,2021-01-06 09:00:00,Standard,Debit Card,5336.928000000001,312.26
ORD100130,CUST1761,East,Electronics,Chair,Product_130,2,1857.25,0.14,2021-01-06 10:00:00,Express,Credit Card,3194.47,614.17
ORD100131,CUST3609,Central,Electronics,Table,Product_131,1,937.95,0.28,2021-01-06 11:00:00,Express,UPI,675.324,132.95
ORD100132,CUST2727,West,Books,Table,Product_132,8,568.46,0.02,2021-01-06 12:00:00,Express,Debit Card,4456.7264000000005,1081.76
ORD100133,CUST2925,Central,Furniture,Shoes,Product_133,8,846.06,0.06,2021-01-06 13:00:00,Same Day,Credit Card,6362.3712,640.95
ORD100134,CUST2058,East,Furniture,Chair,Product_134,4,1399.55,0.21,2021-01-06 14:00:00,Standard,Debit Card,4422.578,294.3
ORD100135,CUST2166,East,Furniture,Table,Product_135,8,1699.57,0.17,2021-01-06 15:00:00,Same Day,Cash,11285.144799999998,2629.74
ORD100136,CUST3793,West,Books,Novel,Product_136,7,745.32,0.08,2021-01-06 16:00:00,Express,UPI,4799.860800000001,488.29
ORD100137,CUST2125,South,Sports,Shoes,Product_137,2,503.62,0.09,2021-01-06 17:00:00,Express,Net Banking,916.5884000000001,178.1
ORD100138,CUST2497,South,Furniture,Cricket,Product_138,5,1271.66,0.11,2021-01-06 18:00:00,Same Day,UPI,5658.887000000001,351.6
ORD100139,CUST3194,Central,Clothing,Chair,Product_139,4,1846.37,0.14,2021-01-06 19:00:00,Same Day,UPI,6351.5127999999995,1283.75
ORD100140,CUST3655,North,Electronics,Novel,Product_140,3,407.42,0.25,2021-01-06 20:00:00,Same Day,Cash,916.6949999999999,69.12
ORD100141,CUST2979,Central,Sports,Football,Product_141,1,1615.89,0.0,2021-01-06 21:00:00,Standard,Credit Card,1615.89,305.59
ORD100142,CUST2077,West,Electronics,Football,Product_142,5,979.38,0.27,2021-01-06 22:00:00,Same Day,UPI,3574.7369999999996,559.33
ORD100143,CUST2627,West,Furniture,Football,Product_143,8,1609.05,0.12,2021-01-06 23:00:00,Standard,Credit Card,11327.712,2731.08
ORD100144,CUST2503,West,Sports,Shirt,Product_144,9,1035.81,0.07,2021-01-07 00:00:00,Standard,Credit Card,8669.729699999998,497.5
ORD100145,CUST1663,West,Grocery,Football,Product_145,7,785.79,0.15,2021-01-07 01:00:00,Same Day,Cash,4675.4505,506.86
ORD100146,CUST3354,West,Clothing,Chair,Product_146,1,1408.64,0.2,2021-01-07 02:00:00,Express,UPI,1126.912,72.01
ORD100147,CUST2389,East,Furniture,Mobile,Product_147,1,1806.22,0.01,2021-01-07 03:00:00,Express,Cash,1788.1578,403.84
ORD100148,CUST1377,South,Furniture,Table,Product_148,1,674.49,0.21,2021-01-07 04:00:00,Standard,Cash,532.8471000000001,89.93
ORD100149,CUST3862,West,Clothing,Football,Product_149,2,948.46,0.23,2021-01-07 05:00:00,Standard,Net Banking,1460.6284,229.31
ORD100150,CUST3271,North,Clothing,Chair,Product_150,1,497.33,0.05,2021-01-07 06:00:00,Standard,Cash,472.46349999999995,36.04
ORD100151,CUST1145,North,Grocery,Novel,Product_151,4,407.65,0.05,2021-01-07 07:00:00,Express,Net Banking,1549.07,228.96
ORD100152,CUST2073,North,Furniture,Snacks,Product_152,9,1566.89,0.06,2021-01-07 08:00:00,Standard,Credit Card,13255.8894,1719.83
ORD100153,CUST2600,North,Books,Novel,Product_153,4,441.3,0.24,2021-01-07 09:00:00,Standard,Credit Card,1341.5520000000001,151.8
ORD100154,CUST2926,East,Furniture,Cricket,Product_154,4,1596.97,0.08,2021-01-07 10:00:00,Express,Debit Card,5876.8496000000005,1201.45
ORD100155,CUST2616,North,Electronics,Novel,Product_155,7,886.97,0.24,2021-01-07 11:00:00,Same Day,Debit Card,4718.6804,293.76
ORD100156,CUST1959,West,Sports,Shirt,Product_156,9,1990.35,0.16,2021-01-07 12:00:00,Express,Credit Card,15047.045999999998,2698.49
ORD100157,CUST1062,Central,Sports,Laptop,Product_157,7,434.82,0.23,2021-01-07 13:00:00,Same Day,UPI,2343.6798,502.95
ORD100158,CUST2695,North,Electronics,Shoes,Product_158,1,231.31,0.17,2021-01-07 14:00:00,Same Day,Debit Card,191.9873,44.44
ORD100159,CUST3794,East,Sports,Snacks,Product_159,1,197.09,0.1,2021-01-07 15:00:00,Standard,Cash,177.381,35.33
ORD100160,CUST2566,East,Clothing,Novel,Product_160,4,1679.07,0.27,2021-01-07 16:00:00,Standard,Debit Card,4902.8844,522.11
ORD100161,CUST2191,North,Sports,Snacks,Product_161,4,903.66,0.21,2021-01-07 17:00:00,Same Day,Credit Card,2855.5656,485.74
ORD100162,CUST2664,Central,Sports,Shirt,Product_162,1,56.09,0.15,2021-01-07 18:00:00,Standard,UPI,47.676500000000004,3.73
ORD100163,CUST2803,North,Electronics,Shoes,Product_163,6,1755.8,0.19,2021-01-07 19:00:00,Same Day,Credit Card,8533.188,626.44
ORD100164,CUST2564,East,Grocery,Shirt,Product_164,2,1760.0,0.18,2021-01-07 20:00:00,Standard,UPI,2886.4,512.98
ORD100165,CUST3537,South,Sports,Football,Product_165,5,1622.51,0.11,2021-01-07 21:00:00,Express,Debit Card,7220.1695,1590.04
ORD100166,CUST1719,West,Books,Laptop,Product_166,8,534.22,0.13,2021-01-07 22:00:00,Same Day,Cash,3718.1712,235.92
ORD100167,CUST2711,East,Sports,Shoes,Product_167,3,776.87,0.1,2021-01-07 23:00:00,Same Day,Cash,2097.549,149.35
ORD100168,CUST3644,North,Grocery,Chair,Product_168,9,1502.61,0.3,2021-01-08 00:00:00,Standard,Credit Card,9466.443,1544.18
ORD100169,CUST3137,West,Electronics,Novel,Product_169,7,1004.24,0.17,2021-01-08 01:00:00,Express,UPI,5834.6344,546.37
ORD100170,CUST2628,North,Grocery,Novel,Product_170,9,349.96,0.03,2021-01-08 02:00:00,Standard,Debit Card,3055.1508,526.6
ORD100171,CUST1542,North,Electronics,Table,Product_171,1,523.46,0.16,2021-01-08 03:00:00,Express,UPI,439.70640000000003,40.85
ORD100172,CUST1828,South,Clothing,Shirt,Product_172,5,1946.55,0.01,2021-01-08 04:00:00,Standard,UPI,9635.4225,706.24
ORD100173,CUST3921,West,Electronics,Laptop,Product_173,3,344.48,0.09,2021-01-08 05:00:00,Same Day,UPI,940.4304000000001,149.64
ORD100174,CUST1551,West,Clothing,Cricket,Product_174,4,1465.86,0.13,2021-01-08 06:00:00,Express,Debit Card,5101.1928,1134.7
ORD100175,CUST1849,South,Clothing,Mobile,Product_175,4,982.14,0.16,2021-01-08 07:00:00,Express,UPI,3299.9903999999997,617.18
ORD100176,CUST1378,East,Electronics,Cricket,Product_176,7,1509.77,0.29,2021-01-08 08:00:00,Standard,Cash,7503.5569,1603.85
ORD100177,CUST2389,North,Books,Mobile,Product_177,8,1339.17,0.29,2021-01-08 09:00:00,Express,Credit Card,7606.4856,785.5
ORD100178,CUST1824,Central,Furniture,Rice,Product_178,5,906.38,0.03,2021-01-08 10:00:00,Standard,Net Banking,4395.942999999999,998.74
ORD100179,CUST2537,North,Electronics,Chair,Product_179,7,740.13,0.16,2021-01-08 11:00:00,Express,UPI,4351.9644,545.77
ORD100180,CUST3658,North,Sports,Rice,Product_180,3,1521.0,0.25,2021-01-08 12:00:00,Standard,Cash,3422.25,754.57
ORD100181,CUST3562,East,Books,Shirt,Product_181,3,680.13,0.07,2021-01-08 13:00:00,Standard,Cash,1897.5626999999997,273.7
ORD100182,CUST3985,North,Books,Shirt,Product_182,3,1586.15,0.23,2021-01-08 14:00:00,Standard,Credit Card,3664.006500000001,379.49
ORD100183,CUST3352,South,Sports,Novel,Product_183,4,1375.69,0.26,2021-01-08 15:00:00,Same Day,Credit Card,4072.0424000000003,415.56
ORD100184,CUST3830,South,Furniture,Mobile,Product_184,6,1176.45,0.2,2021-01-08 16:00:00,Express,Net Banking,5646.960000000001,923.47
ORD100185,CUST3830,West,Books,Shoes,Product_185,5,769.16,0.1,2021-01-08 17:00:00,Same Day,Net Banking,3461.22,227.76
ORD100186,CUST3526,Central,Clothing,Textbook,Product_186,8,449.91,0.28,2021-01-08 18:00:00,Same Day,Net Banking,2591.4816,611.62
ORD100187,CUST2636,North,Furniture,Laptop,Product_187,5,1435.32,0.27,2021-01-08 19:00:00,Same Day,Debit Card,5238.918,546.38
ORD100188,CUST2505,North,Sports,Football,Product_188,5,228.13,0.21,2021-01-08 20:00:00,Same Day,Debit Card,901.1135000000002,105.54
ORD100189,CUST3553,East,Furniture,Snacks,Product_189,2,1942.56,0.11,2021-01-08 21:00:00,Express,Cash,3457.7568,334.23
ORD100190,CUST1708,South,Electronics,Shirt,Product_190,5,1958.56,0.24,2021-01-08 22:00:00,Express,Credit Card,7442.527999999999,376.6
ORD100191,CUST1036,Central,Furniture,Rice,Product_191,7,303.93,0.09,2021-01-08 23:00:00,Same Day,UPI,1936.0341000000003,364.96
ORD100192,CUST3437,West,Clothing,Rice,Product_192,2,252.67,0.08,2021-01-09 00:00:00,Express,Credit Card,464.9128,78.16
